"age","sat","sat_sd","sat_upr","sat_lwr","cell_lon","cell_lat","dist_km"
20100,-11.1870756149292,2.80174660682678,-5.58358240127563,-16.7905688285828,357.5,59.684211730957,94.8507566371056
20300,-11.0935392379761,2.73409557342529,-5.62534809112549,-16.5617303848267,357.5,59.684211730957,94.8507566371056
20500,-11.1537857055664,2.88903617858887,-5.37571334838867,-16.9318580627441,357.5,59.684211730957,94.8507566371056
20700,-11.2461280822754,2.70751810073853,-5.83109188079834,-16.6611642837524,357.5,59.684211730957,94.8507566371056
20900,-11.4689064025879,2.57613849639893,-6.31662940979004,-16.6211833953857,357.5,59.684211730957,94.8507566371056
21100,-11.309739112854,2.4194610118866,-6.47081708908081,-16.1486611366272,357.5,59.684211730957,94.8507566371056
21300,-11.003755569458,2.77958536148071,-5.44458484649658,-16.5629262924194,357.5,59.684211730957,94.8507566371056
21500,-10.9148750305176,2.77370429039001,-5.36746644973755,-16.4622836112976,357.5,59.684211730957,94.8507566371056
21700,-10.6523027420044,2.55389857292175,-5.54450559616089,-15.7600998878479,357.5,59.684211730957,94.8507566371056
21900,-10.4290256500244,2.7859046459198,-4.85721635818481,-16.000834941864,357.5,59.684211730957,94.8507566371056
22100,-10.1981706619263,2.86323857307434,-4.47169351577759,-15.924647808075,357.5,59.684211730957,94.8507566371056
22300,-10.156177520752,2.95211267471313,-4.25195217132568,-16.0604028701782,357.5,59.684211730957,94.8507566371056
22500,-9.84336185455322,3.0493528842926,-3.74465608596802,-15.9420676231384,357.5,59.684211730957,94.8507566371056
22700,-9.65208911895752,2.97559976577759,-3.70088958740234,-15.6032886505127,357.5,59.684211730957,94.8507566371056
22900,-9.52579402923584,2.72848963737488,-4.06881475448608,-14.9827733039856,357.5,59.684211730957,94.8507566371056
23100,-9.30295753479004,2.91219973564148,-3.47855806350708,-15.127357006073,357.5,59.684211730957,94.8507566371056
23300,-9.37700653076172,3.33148241043091,-2.7140417098999,-16.0399713516235,357.5,59.684211730957,94.8507566371056
23500,-9.15408515930176,2.83215808868408,-3.48976898193359,-14.8184013366699,357.5,59.684211730957,94.8507566371056
23700,-9.1593656539917,3.13060116767883,-2.89816331863403,-15.4205679893494,357.5,59.684211730957,94.8507566371056
23900,-8.57399559020996,2.80010223388672,-2.97379112243652,-14.1742000579834,357.5,59.684211730957,94.8507566371056
